time,seconds_elapsed,z,y,x
1677997202388302000,0.216302001953125,-0.6879367828369141,-0.21646904945373535,0.2735590934753418
1677997202404079600,0.23207958984375,-0.7161493301391602,-0.2064979076385498,0.39047670364379883
1677997202419887900,0.247887939453125,0.15623950958251953,-0.24384737014770508,0.6042544841766357
1677997202435726300,0.263726318359375,0.5220804214477539,-0.11552262306213379,0.77274489402771
1677997202451565000,0.27956494140625,0.37607479095458984,-0.09158873558044434,0.7944822311401367
1677997202467342600,0.295342529296875,-0.25119686126708984,-0.151655912399292,0.8210726976394653
1677997202483150600,0.311150634765625,-1.1242551803588867,-0.1946730613708496,1.0068567991256714
1677997202498989300,0.3269892578125,-1.9840278625488281,-0.20568108558654785,1.0123183727264404
1677997202514797300,0.34279736328125,-2.4899535179138184,-0.40848755836486816,1.2737398147583008
1677997202530605600,0.35860546875,-2.430147647857666,-0.3819863796234131,1.274179220199585
1677997202546383000,0.374383056640625,-1.5817861557006836,-0.32903409004211426,0.4598731994628906
1677997202562130200,0.390130126953125,-0.9747781753540039,-0.4468717575073242,0.6069872379302979
1677997202577969000,0.405968994140625,-0.3276491165161133,-0.35680675506591797,0.651053786277771
1677997202593777000,0.42177685546875,-0.010668754577636719,-0.06337618827819824,0.27232396602630615
1677997202609615600,0.43761572265625,0.05009651184082031,0.07399654388427734,0.0028069019317626953
1677997202625423600,0.453423583984375,0.0747518539428711,-0.07365798950195312,0.19921910762786865
1677997202641231600,0.469231689453125,0.18825149536132812,-0.15222430229187012,0.37576740980148315
1677997202657040000,0.485039794921875,0.044518470764160156,-0.1558370590209961,0.4393359124660492
1677997202672817400,0.5008173828125,-0.06645870208740234,-0.14716362953186035,0.32970336079597473
1677997202688625700,0.516625732421875,0.04041862487792969,-0.07855033874511719,0.5427625179290771
1677997202704433700,0.53243359375,0.3697233200073242,0.09664559364318848,0.7137559056282043
1677997202720241700,0.54824169921875,0.632145881652832,0.1902310848236084,0.6024972200393677
1677997202736019500,0.56401953125,0.7411642074584961,0.10827970504760742,0.5565555691719055
1677997202751827500,0.579827392578125,1.3007793426513672,-0.03936004638671875,0.2464030385017395
1677997202767696600,0.595696533203125,2.038555145263672,-0.16860508918762207,0.2980892062187195
1677997202783504600,0.611504638671875,2.8346900939941406,-0.2902247905731201,0.41290825605392456
1677997202799282200,0.6272822265625,3.0359764099121094,-0.29119181632995605,0.39392805099487305
1677997202815060000,0.64306005859375,2.3085975646972656,-0.07336258888244629,0.6237915754318237
1677997202830837500,0.65883740234375,0.5506057739257812,-0.2878553867340088,0.6864104270935059
1677997202846645500,0.6746455078125,-0.6116781234741211,-0.6465716361999512,0.42972221970558167
1677997202862392600,0.690392578125,-1.0536909103393555,-0.8354778289794922,0.28095006942749023
1677997202878261800,0.70626171875,-0.6471700668334961,-1.0917320251464844,0.08310133963823318
1677997202894039300,0.722039306640625,1.0655384063720703,-1.2162030935287476,0.10758908092975616
1677997202909847600,0.73784765625,3.2633094787597656,-1.0690226554870605,0.05226975679397583
1677997202925655600,0.753655517578125,3.8854103088378906,-0.47924232482910156,0.3758293390274048
1677997202941494300,0.769494384765625,2.46505069732666,-0.6073861122131348,-0.4243118464946747
1677997202957271800,0.785271728515625,0.12345123291015625,-1.1442019939422607,-0.3375246226787567
1677997202973079800,0.801079833984375,-1.1051855087280273,-1.4317063093185425,0.00634390115737915
1677997202988827000,0.816826904296875,-1.1461076736450195,-1.5279052257537842,0.6232396364212036
1677997203004635100,0.83263525390625,-0.44812774658203125,-1.6319197416305542,1.0563359260559082
1677997203020473600,0.8484736328125,0.7495908737182617,-1.668175458908081,1.0481340885162354
1677997203036251400,0.86425146484375,1.876570701599121,-1.3921165466308594,0.40412193536758423
1677997203052029000,0.88002880859375,2.048110008239746,-1.11082124710083,0.06321096420288086
1677997203067867400,0.895867431640625,1.4257087707519531,-0.963791012763977,0.009179830551147461
1677997203083675600,0.911675537109375,0.48914146423339844,-0.9229165315628052,-0.04181826114654541
1677997203099483600,0.927483642578125,-0.43644237518310547,-0.9034103155136108,-0.07122203707695007
1677997203115292000,0.9432919921875,-0.8434953689575195,-0.9047152996063232,0.4061697721481323
1677997203131130400,0.95913037109375,-0.9816951751708984,-0.7061249017715454,0.6632229089736938
1677997203146847000,0.974846923828125,-0.8520622253417969,-0.38063979148864746,0.4360266625881195
1677997203162655000,0.990655029296875,-0.8488607406616211,-0.2550206184387207,0.22446699440479279
1677997203178463200,1.006463134765625,-0.6546096801757812,-0.24858498573303223,0.20407092571258545
1677997203194240800,1.02224072265625,-0.41195011138916016,-0.2143239974975586,0.006743907928466797
1677997203210048800,1.038048828125,-0.4168071746826172,-0.07903003692626953,0.06097814440727234
1677997203225857000,1.05385693359375,-0.6032800674438477,0.1519944667816162,0.03696039319038391
1677997203241695500,1.069695556640625,-0.7688760757446289,0.13138175010681152,0.09060591459274292
1677997203257534200,1.0855341796875,-0.7558422088623047,0.040686607360839844,0.1614912450313568
1677997203273281300,1.10128125,-0.5335378646850586,-0.01563096046447754,0.2745855450630188
1677997203289089500,1.117089599609375,-0.027871131896972656,0.09788084030151367,0.3721368908882141
1677997203304867000,1.1328671875,0.4090595245361328,0.21428203582763672,0.26447242498397827
1677997203320675000,1.148675048828125,0.4443368911743164,0.14833974838256836,0.0849984884262085
1677997203336483300,1.1644833984375,0.5265083312988281,0.11166882514953613,-0.03062540292739868
1677997203352291300,1.180291259765625,0.9347400665283203,0.21574687957763672,-0.1776856780052185
1677997203368068900,1.19606884765625,1.3084335327148438,0.23911046981811523,-0.26694345474243164
1677997203383907600,1.211907470703125,1.3518409729003906,0.12668824195861816,-0.526881992816925
1677997203399746000,1.22774609375,1.3682775497436523,0.0241546630859375,-0.6235615015029907
1677997203415554300,1.24355419921875,1.4016990661621094,-0.159637451171875,-0.5667634010314941
1677997203431392800,1.259392822265625,1.642868995666504,-0.3337562084197998,-0.21602776646614075
1677997203447170600,1.275170654296875,1.5086030960083008,-0.15153789520263672,-0.2994195222854614
1677997203462948000,1.290947998046875,0.6625490188598633,-0.27274227142333984,-0.7664875984191895
1677997203478756000,1.306756103515625,-0.1101837158203125,-0.25444865226745605,-1.736329197883606
1677997203494533600,1.32253369140625,-0.8328323364257812,-0.545494556427002,-1.5004982948303223
1677997203510342000,1.338341796875,-0.6985006332397461,-0.9007048606872559,-0.5621474981307983
1677997203526150000,1.35414990234375,0.6064701080322266,-1.4546501636505127,-0.19972503185272217
1677997203541958100,1.369958251953125,2.5210866928100586,-1.2117668390274048,0.02042710781097412
1677997203557705200,1.385705322265625,3.150279998779297,-0.5500369071960449,0.31853777170181274
1677997203573543700,1.401543701171875,2.785212516784668,-0.5632611513137817,-0.3854559063911438
1677997203589290800,1.417290771484375,1.872075080871582,-0.9399173259735107,-0.9095787405967712
1677997203605068300,1.433068359375,0.7513151168823242,-0.9233759641647339,-0.8017401695251465
1677997203620876500,1.44887646484375,0.2026500701904297,-1.0470998287200928,-0.5309290885925293
1677997203636684500,1.4646845703125,0.1816844940185547,-1.0649399757385254,-0.47093266248703003
1677997203652462300,1.48046240234375,0.16464996337890625,-0.845320463180542,-0.7872158288955688
1677997203668270300,1.496270263671875,0.14326953887939453,-0.6813623905181885,-0.7521792650222778
1677997203684078300,1.512078369140625,-0.02243518829345703,-0.6877822875976562,-0.5699934959411621
