time,seconds_elapsed,z,y,x
1677997372874767000,0.23376708984375,-0.030553817749023438,0.0035463571548461914,-0.011275529861450195
1677997372890575400,0.249575439453125,-1.6122808456420898,-0.008150219917297363,-0.3169102668762207
1677997372906383400,0.26538330078125,-3.4138360023498535,-0.3622857332229614,-0.18441486358642578
1677997372922191600,0.281191650390625,-4.171864032745361,-0.5740280151367188,0.5187249183654785
1677997372937999600,0.29699951171875,-4.121128082275391,-0.005593776702880859,-0.604698657989502
1677997372953838300,0.31283837890625,-3.8705368041992188,0.28610968589782715,-1.3478705883026123
1677997372969676800,0.3286767578125,-1.1212129592895508,0.045226097106933594,-1.0294604301452637
1677997372985515500,0.344515625,1.2453536987304688,0.10389971733093262,-1.2365615367889404
1677997373001323500,0.360323486328125,3.109124183654785,0.552756667137146,-0.9624013900756836
1677997373017223200,0.37622314453125,3.5106396675109863,1.3123973608016968,-1.0447893142700195
1677997373033001000,0.3920009765625,2.555172920227051,0.6330810189247131,0.7081029415130615
1677997373048809000,0.40780908203125,2.1142578125,0.9280617833137512,1.381425380706787
1677997373064647700,0.423647705078125,1.617757797241211,1.2994269132614136,1.6984429359436035
1677997373080455700,0.43945556640625,2.4415807723999023,1.464179277420044,1.488734245300293
1677997373096263700,0.455263671875,3.3972463607788086,1.5434138774871826,1.1009759902954102
1677997373112072000,0.471072021484375,3.6009483337402344,1.589362382888794,1.0602612495422363
1677997373127910700,0.48691064453125,3.0010204315185547,1.67916738986969,1.3938407897949219
1677997373143749000,0.5027490234375,2.4323530197143555,1.6240719556808472,2.574110984802246
1677997373159526700,0.518526611328125,2.0894594192504883,1.3809353113174438,2.0935845375061035
1677997373175304400,0.534304443359375,1.0655784606933594,1.2862765789031982,1.7432365417480469
1677997373191051500,0.550051513671875,-0.02752399444580078,1.2106459140777588,2.2751245498657227
1677997373206829000,0.5658291015625,-1.2662014961242676,1.4495981931686401,2.720571517944336
1677997373222606600,0.581606689453125,-0.69775390625,1.2847065925598145,2.950636863708496
1677997373238414600,0.59741455078125,0.5746803283691406,1.2153804302215576,2.9692225456237793
1677997373254192400,0.6131923828125,0.9591913223266602,0.9415901899337769,3.4758615493774414
1677997373270030800,0.62903076171875,-0.30576324462890625,0.7858601808547974,3.5123825073242188
1677997373285839000,0.644839111328125,-4.211104869842529,0.298738956451416,6.394111633300781
1677997373301677600,0.660677490234375,-6.117689609527588,0.3915356397628784,6.679252624511719
1677997373317455000,0.676455078125,-6.71101188659668,0.03979611396789551,8.338836669921875
1677997373333293800,0.6922939453125,-8.339287757873535,-1.2495477199554443,7.46415376663208
1677997373349132500,0.708132568359375,-9.360247611999512,-1.0589604377746582,4.824102401733398
1677997373364940500,0.7239404296875,5.917250633239746,-14.559183120727539,-0.4646873474121094
1677997373380718000,0.739718017578125,17.0358943939209,1.1150788068771362,-15.107672691345215
1677997373396556800,0.755556884765625,-12.63094425201416,-3.7249112129211426,-4.254551887512207
1677997373412364800,0.77136474609375,-6.05411958694458,-3.493460178375244,3.6654443740844727
1677997373428173000,0.787173095703125,0.2350172996520996,-1.6076686382293701,3.094658374786377
1677997373444011500,0.803011474609375,1.3471570014953613,-2.63664174079895,0.45351314544677734
1677997373459819800,0.81881982421875,-1.901806354522705,-3.5463411808013916,0.46917152404785156
1677997373475597300,0.834597412109375,-2.5058794021606445,-5.545044422149658,-1.0365419387817383
1677997373491466500,0.850466552734375,-5.973505973815918,-2.0575075149536133,0.30681800842285156
1677997373507244000,0.866244140625,-8.093050956726074,-1.7481533288955688,2.8185653686523438
1677997373523082800,0.882082763671875,-7.049681186676025,-2.7054522037506104,1.8319530487060547
1677997373538921200,0.897921142578125,-1.7169299125671387,-2.427553415298462,-6.106781959533691
1677997373554668300,0.913668212890625,-4.481091022491455,-5.338415145874023,-2.512535572052002
1677997373570476500,0.9294765625,-0.8750665187835693,-5.762723445892334,-6.287891387939453
1677997373586254000,0.945254150390625,4.758069038391113,-6.508260250091553,-8.456341743469238
1677997373602092500,0.961092529296875,3.768768787384033,-6.729592323303223,-0.5761933326721191
1677997373617931300,0.97693115234375,0.5810117721557617,-3.0621190071105957,-2.038707733154297
1677997373633739300,0.9927392578125,-1.461885690689087,-4.322501182556152,1.7590570449829102
1677997373649547500,1.008547607421875,-0.32323479652404785,-2.814919948577881,1.3563508987426758
1677997373665325000,1.024324951171875,-1.448455810546875,-2.7219276428222656,5.021897315979004
1677997373681072000,1.040072021484375,-3.266761302947998,-4.242991924285889,6.844053268432617
1677997373696880400,1.05588037109375,-4.2398457527160645,-5.057746887207031,6.143792629241943
1677997373712688400,1.0716884765625,-2.412322521209717,-5.003612995147705,2.412357807159424
1677997373728496400,1.087496337890625,-0.1382288932800293,-4.812067031860352,-0.5189404487609863
1677997373744304600,1.1033046875,-1.7956109046936035,-4.367884159088135,-2.148301124572754
1677997373760143000,1.11914306640625,-4.8277788162231445,-4.4677252769470215,-2.741543769836426
1677997373775951400,1.134951416015625,-7.431300640106201,-2.8683667182922363,-2.4798645973205566
1677997373791729000,1.15072900390625,-4.966972827911377,0.7345857620239258,-4.52457857131958
1677997373807598000,1.16659814453125,0.27325010299682617,0.10303497314453125,-3.8511576652526855
1677997373823406000,1.182406005859375,2.479954719543457,-1.250265121459961,-3.6791768074035645
1677997373839244800,1.198244873046875,1.5980257987976074,-1.605605125427246,-1.9673852920532227
1677997373855052800,1.214052734375,-0.6602268218994141,-1.8891987800598145,-2.7062158584594727
1677997373870830300,1.229830322265625,-2.070352077484131,-1.249189853668213,-4.3607401847839355
1677997373886608100,1.245608154296875,-4.236593246459961,-1.1345748901367188,-4.317666053771973
1677997373902385700,1.2613857421875,-4.028105735778809,-2.3307018280029297,2.102292537689209
1677997373918224100,1.27722412109375,-2.6908891201019287,-3.863816738128662,4.5527753829956055
1677997373934032400,1.293032470703125,-2.7746694087982178,-3.855119228363037,1.8719229698181152
1677997373949871000,1.30887109375,-3.624711275100708,-3.8646793365478516,0.28012561798095703
1677997373965679000,1.32467919921875,-2.021047353744507,-3.8226122856140137,-1.3549485206604004
1677997373981487000,1.340487060546875,-3.0092852115631104,-3.2841053009033203,-2.1525189876556396
1677997373997295400,1.35629541015625,-3.5918545722961426,-3.0149850845336914,-1.7736072540283203
1677997374013042400,1.37204248046875,-3.530656576156616,-2.570925235748291,-0.12514019012451172
1677997374028850400,1.387850341796875,-4.139033317565918,-2.380436420440674,0.6640915870666504
1677997374044689200,1.403689208984375,-4.208944320678711,-3.601027011871338,-0.2572970390319824
1677997374060466700,1.419466796875,-3.551339626312256,-3.9981331825256348,-0.8101892471313477
1677997374076305400,1.435305419921875,-1.5241236686706543,-2.234128475189209,-1.7968637943267822
1677997374092083000,1.4510830078125,-1.5855636596679688,-2.0244364738464355,-0.8404035568237305
1677997374107891000,1.466890869140625,5.117585182189941,-2.495795249938965,1.8365898132324219
